id,nombre,descripcion,categoria,cantidad,precio,fechaVencimiento,estado,imagen,createdAt,updatedAt,categoria_id,numero_lote,cantidad_maxima,cantidad_minima,dias_reabastecimiento,punto_reorden,ubicacion_general,clave,clave2,unidad_medida_id
"PROD-00027","BOLSA P/ ILEOSTOMIA O COLOSTOMIA ADULTO","BOLSA P/ ILEOSTOMIA O COLOSTOMIA ADULTO","DCB",769,0,,"disponible",,"2025-10-17T17:23:01.523Z","2025-11-04T01:33:25.306Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"1250582",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00038","BOLSA RECOLECTORA DE ORINA ADULTO (CISTOFLO)","BOLSA RECOLECTORA DE ORINA ADULTO (CISTOFLO)","DCB",111,0,,"disponible",,"2025-10-17T17:23:01.024Z","2025-11-03T18:50:48.895Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"1251879",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00035","BOLSA P/ESTERILIZAR GAS O VAPOR  40 X 58. CAJA C/ 250 PIEZAS","BOLSA P/ESTERILIZAR GAS O VAPOR  40 X 58. CAJA C/ 250 PIEZAS","DCB",3,0,,"disponible",,"2025-10-17T17:23:01.026Z","2025-10-17T17:23:01.025Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"1251929",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00029","BOLSA P/ESTERILIZAR # 6 (7.5X23X4). PARA GASAS. CAJA C/1000 PIEZAS.","BOLSA P/ESTERILIZAR # 6 (7.5X23X4). PARA GASAS. CAJA C/1000 PIEZAS.","DCB",2,0,,"disponible",,"2025-10-17T17:23:01.520Z","2025-10-17T02:00:00.000Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"1252653",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00030","BOLSA P/ESTERILIZAR # 8 ( 12X26X4).   CAJA C7 1000 PIEZAS","BOLSA P/ESTERILIZAR # 8 ( 12X26X4).   CAJA C7 1000 PIEZAS","DCB",2,0,,"disponible",,"2025-10-17T17:23:01.531Z","2025-10-30T10:48:31.636Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"1252679",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00028","BOLSA P/ESTERILIZAR # 3 ( 6.0X18X3.0 ). CAJA C/ 1000 PIEZAS","BOLSA P/ESTERILIZAR # 3 ( 6.0X18X3.0 ). CAJA C/ 1000 PIEZAS","DCB",0,0,,"agotado",,"2025-10-17T17:23:01.309Z","2025-10-17T17:23:01.308Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"1252760",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00032","BOLSA P/ESTERILIZAR # 13 ( 9.0X12.5X5 ). CAJA C/ 1000 PIEZAS","BOLSA P/ESTERILIZAR # 13 ( 9.0X12.5X5 ). CAJA C/ 1000 PIEZAS","DCB",3,0,,"disponible",,"2025-10-17T17:23:01.303Z","2025-10-17T02:00:00.000Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"1252828",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00034","BOLSA P/ESTERILIZAR # 15 ( 25X38X8 ). CAJA C/ 500 PIEZAS","BOLSA P/ESTERILIZAR # 15 ( 25X38X8 ). CAJA C/ 500 PIEZAS","DCB",4,0,,"disponible",,"2025-10-17T17:23:01.057Z","2025-11-02T07:15:41.942Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"1252836",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00033","BOLSA P/ESTERILIZAR # 14 ( 11X18X4 ). CAJA C/ 1000 PIEZAS","BOLSA P/ESTERILIZAR # 14 ( 11X18X4 ). CAJA C/ 1000 PIEZAS","DCB",2,0,,"disponible",,"2025-10-17T17:23:01.537Z","2025-10-17T02:00:00.000Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"1252869",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00031","BOLSA P/ESTERILIZAR # 12 ( 18X33X6 ). CAJA C/ 1000 PIEZAS","BOLSA P/ESTERILIZAR # 12 ( 18X33X6 ). CAJA C/ 1000 PIEZAS","DCB",3,0,,"disponible",,"2025-10-17T17:23:01.034Z","2025-10-17T02:00:00.000Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"1252877",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00411","JALEA LUBRICANTE","JALEA LUBRICANTE","FCB",48,0,,"disponible",,"2025-10-17T17:23:01.180Z","2025-11-04T04:28:30.182Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"126",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00412","JERINGA DE PERA DE HULE","JERINGA DE PERA DE HULE","FCB",32,0,,"disponible",,"2025-10-17T17:23:01.164Z","2025-10-17T17:23:01.163Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"127",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00413","JERINGA PLASTICO S/AGUJA  DE 50-60 MLS","JERINGA PLASTICO S/AGUJA  DE 50-60 MLS","FCB",145,0,,"disponible",,"2025-10-17T17:23:01.287Z","2025-11-04T07:56:20.450Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"128",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00414","KIT DE UROSTOMIA","KIT DE UROSTOMIA","FCB",9,0,,"disponible",,"2025-10-17T17:23:01.549Z","2025-10-28T21:16:37.482Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"129",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00415","LIGADURA EN FRIO  HEMOLOOK TAMAO L MORADO","LIGADURA EN FRIO  HEMOLOOK TAMAO L MORADO","FCB",8,0,,"disponible",,"2025-10-17T17:23:01.044Z","2025-11-04T02:09:54.621Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"130",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00039","BOTA QX DE TELA NO TEJIDA DE POLIPROPILEN","BOTA QX DE TELA NO TEJIDA DE POLIPROPILEN","DCB",923,0,,"disponible",,"2025-10-17T17:23:01.535Z","2025-11-04T08:00:07.780Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"1300015",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00416","LIGADURA EN FRIO HEMOLOOK TAMAO XG DORADO","LIGADURA EN FRIO HEMOLOOK TAMAO XG DORADO","FCB",35,0,,"disponible",,"2025-10-17T17:23:01.009Z","2025-11-04T02:09:54.621Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"131",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00417","LINEA  DE INFUSION P/BOMBA TIPO MEDEX","LINEA  DE INFUSION P/BOMBA TIPO MEDEX","FCB",140,0,,"disponible",,"2025-10-17T17:23:01.011Z","2025-11-04T03:03:18.905Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"132",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00040","BRAZALETE DE IDENTIFICACION ADULTO","BRAZALETE DE IDENTIFICACION ADULTO","DCB",400,0,,"disponible",,"2025-10-17T17:23:01.527Z","2025-11-04T08:02:11.461Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"1320054",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00418","LLAVE DE 3 VIAS SIN EXTENSION","LLAVE DE 3 VIAS SIN EXTENSION","FCB",305,0,,"disponible",,"2025-10-17T17:23:00.990Z","2025-11-04T08:00:07.780Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"133",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00419","MALLA DUAL 15.2 X 20.3","MALLA DUAL 15.2 X 20.3","FCB",3,0,,"disponible",,"2025-10-17T17:23:01.036Z","2025-10-17T17:23:01.036Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"134",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00420","MASCARILLA CPAP ADULTO MEDIANO","MASCARILLA CPAP ADULTO MEDIANO","FCB",7,0,,"disponible",,"2025-10-17T17:23:01.038Z","2025-10-17T17:23:01.037Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"135",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00421","MASCARILLA CPAP ADULTO GRANDE","MASCARILLA CPAP ADULTO GRANDE","FCB",10,0,,"disponible",,"2025-10-17T17:23:01.039Z","2025-10-17T17:23:01.038Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"136",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00422","MASCARILLA CON RESERVORIO ADULTO","MASCARILLA CON RESERVORIO ADULTO","FCB",78,0,,"disponible",,"2025-10-17T17:23:01.002Z","2025-11-04T03:10:17.839Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"137",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00423","MASCARILLA CON RESERVORIO PEDIATRICO","MASCARILLA CON RESERVORIO PEDIATRICO","FCB",48,0,,"disponible",,"2025-10-17T17:23:01.041Z","2025-11-04T03:10:17.839Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"138",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00424","MASCARILLA LARINGEA # 1.5 INFANTE 5-10 K","MASCARILLA LARINGEA # 1.5 INFANTE 5-10 K","FCB",0,0,,"DESCONTINUADO","","2025-10-17T17:23:01.088Z","2025-10-17T17:23:01.087Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"139",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00425","MASCARILLA LARINGEA # 2.0 NIOS 10-20 KG","MASCARILLA LARINGEA # 2.0 NIOS 10-20 KG","FCB",0,0,,"DESCONTINUADO","","2025-10-17T17:23:01.089Z","2025-10-17T17:23:01.088Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"140",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00426","MASCARILLA LARINGEA # 2.5 NIOS 20-30 KG","MASCARILLA LARINGEA # 2.5 NIOS 20-30 KG","FCB",0,0,,"DESCONTINUADO","","2025-10-17T17:23:01.090Z","2025-10-17T17:23:01.090Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"141",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00427","MASCARILLA LARINGEA # 3  ADUL 30-50 KGS","MASCARILLA LARINGEA # 3  ADUL 30-50 KGS","FCB",0,0,,"DESCONTINUADO","","2025-10-17T17:23:01.092Z","2025-10-17T17:23:01.092Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"142",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00428","MASCARILLA LARINGEA # 4.0 ADUL 50-70 KGS","MASCARILLA LARINGEA # 4.0 ADUL 50-70 KGS","FCB",0,0,,"DESCONTINUADO","","2025-10-17T17:23:01.093Z","2025-10-17T17:23:01.093Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"143",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00429","MASCARILLA LARINGEA # 5 ADUL 70-100 KGS","MASCARILLA LARINGEA # 5 ADUL 70-100 KGS","FCB",0,0,,"DESCONTINUADO","","2025-10-17T17:23:01.200Z","2025-10-17T17:23:01.199Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"144",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00430","MASCARILLA P/TRAQUEOSTOMIA ADULTO","MASCARILLA P/TRAQUEOSTOMIA ADULTO","FCB",28,0,,"disponible",,"2025-10-17T17:23:01.049Z","2025-11-01T07:21:34.231Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"145",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00431","MINI*PIKE CHEMO (DISPOSITIVO )","MINI*PIKE CHEMO (DISPOSITIVO )","FCB",580,0,,"disponible",,"2025-10-17T17:23:01.077Z","2025-11-04T07:26:35.181Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"146",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00432","ORINAL","ORINAL","FCB",16,0,,"disponible",,"2025-10-17T17:23:01.154Z","2025-10-17T17:23:01.154Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"147",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00433","PILAS ALCALINAS "" C ""","PILAS ALCALINAS "" C ""","FCB",22,0,,"disponible",,"2025-10-17T17:23:01.074Z","2025-10-17T17:23:01.073Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"148",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00434","PILAS ALCALINAS 9 V","PILAS ALCALINAS 9 V","FCB",38,0,,"disponible",,"2025-10-17T17:23:01.076Z","2025-10-17T17:23:01.075Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"149",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00435","PILAS ALCALINAS DOBLE "" A ""","PILAS ALCALINAS DOBLE "" A ""","FCB",492,0,,"disponible",,"2025-10-17T17:23:01.300Z","2025-10-17T02:00:00.000Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"150",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00436","PILAS ALCALINAS TRIPLE "" A ""","PILAS ALCALINAS TRIPLE "" A ""","FCB",488,0,,"disponible",,"2025-10-17T17:23:01.295Z","2025-11-04T07:57:49.752Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"151",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00437","PILAS DE LITIO PARA GLUCOMETRO 2032","PILAS DE LITIO PARA GLUCOMETRO 2032","FCB",226,0,,"disponible",,"2025-10-17T17:23:01.296Z","2025-11-04T04:06:19.719Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"152",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00438","PINZA PARA CORDON UMBILICAL","PINZA PARA CORDON UMBILICAL","FCB",0,0,,"agotado",,"2025-10-17T17:23:01.461Z","2025-10-30T00:52:44.196Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"153",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00439","PLUMON MARCADOR PARA PIEL","PLUMON MARCADOR PARA PIEL","FCB",15,0,,"disponible",,"2025-10-17T17:23:01.300Z","2025-10-30T08:12:30.100Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"154",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00440","PROTECTOR CUTçNEO IV ( CAVILON)","PROTECTOR CUTçNEO IV ( CAVILON)","FCB",80,0,,"disponible",,"2025-10-17T17:23:01.301Z","2025-11-04T04:00:28.853Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"155",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00441","PUNTA LARGA DE CAUTERIO","PUNTA LARGA DE CAUTERIO","FCB",21,0,,"disponible",,"2025-10-17T17:23:01.298Z","2025-10-17T17:23:01.298Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"156",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00442","PUNTA LARGA DE CAUTERO  PUNTA FINA","PUNTA LARGA DE CAUTERO  PUNTA FINA","FCB",0,0,,"agotado",,"2025-10-17T17:23:01.461Z","2025-10-17T17:23:01.461Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"157",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00443","RESUCITADOR NEONATAL ( AMBU )","RESUCITADOR NEONATAL ( AMBU )","FCB",6,0,,"disponible",,"2025-10-17T17:23:01.327Z","2025-10-17T02:00:00.000Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"158",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00444","RESUCITADOR PEDIATRICO ( AMBU )","RESUCITADOR PEDIATRICO ( AMBU )","FCB",39,0,,"disponible",,"2025-10-17T17:23:01.321Z","2025-10-17T17:23:01.321Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"159",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00445","RIONERA","RIONERA","FCB",9,0,,"disponible",,"2025-10-17T17:23:01.463Z","2025-10-17T02:00:00.000Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"160",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00446","SIERRA GIGGLI 50 CM","SIERRA GIGGLI 50 CM","FCB",14,0,,"disponible",,"2025-10-17T17:23:01.322Z","2025-10-17T17:23:01.321Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"161",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00447","SISTEMA CERRADO ASPIRACION PED. 5 FR","SISTEMA CERRADO ASPIRACION PED. 5 FR","FCB",0,0,,"agotado",,"2025-10-17T17:23:01.205Z","2025-10-17T17:23:01.205Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"162",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00448","SISTEMA CERRADO ASPIRACION PED. 6 FR","SISTEMA CERRADO ASPIRACION PED. 6 FR","FCB",0,0,,"agotado",,"2025-10-17T17:23:01.261Z","2025-10-17T17:23:01.260Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"163",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00449","SISTEMA CERRADO ASPIRACION PED.  8 FR","SISTEMA CERRADO ASPIRACION PED.  8 FR","FCB",0,0,,"agotado",,"2025-10-17T17:23:01.263Z","2025-10-17T17:23:01.262Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"164",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00450","SISTEMA URINARIO CERRADO NUMERO 14","SISTEMA URINARIO CERRADO NUMERO 14","FCB",0,0,,"agotado",,"2025-10-17T17:23:01.455Z","2025-10-17T17:23:01.455Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"165",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00451","SISTEMA URINARIO CERRADO NUMERO 16","SISTEMA URINARIO CERRADO NUMERO 16","FCB",1009,0,,"disponible",,"2025-10-17T17:23:01.428Z","2025-10-28T20:26:26.705Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"166",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00057","CATETER P/ VENOCLISIS SIN SEGURIDAD # 24G (AMARILLO)","CATETER P/ VENOCLISIS SIN SEGURIDAD # 24G (AMARILLO)","DCB",204,0,,"disponible",,"2025-10-17T17:23:01.145Z","2025-11-04T04:09:54.101Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"1660103",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00201","SONDA P/ ESOFAGO. TIPO: SENGSTAKEN BLAKEMORE 16FR (DE BALONES)","SONDA P/ ESOFAGO. TIPO: SENGSTAKEN BLAKEMORE 16FR (DE BALONES)","DCB",12,0,,"disponible",,"2025-10-17T17:23:01.232Z","2025-10-17T17:23:01.232Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"1660657",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00058","CATETER PERIFERICO DE SEGURIDAD INTRAVENOSO # 16G (GRIS)","CATETER PERIFERICO DE SEGURIDAD INTRAVENOSO # 16G (GRIS)","DCB",336,0,,"disponible",,"2025-10-17T17:23:01.143Z","2025-11-04T03:10:17.839Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"1664220",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00059","CATETER PERIFERICO DE SEGURIDAD INTRAVENOSO # 18G (VERDE)","CATETER PERIFERICO DE SEGURIDAD INTRAVENOSO # 18G (VERDE)","DCB",1679,0,,"disponible",,"2025-10-17T17:23:01.467Z","2025-11-04T04:28:30.182Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"1664238",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00060","CATETER PERIFERICO DE SEGURIDAD INTRAVENOSO # 22G (AZUL)","CATETER PERIFERICO DE SEGURIDAD INTRAVENOSO # 22G (AZUL)","DCB",1362,0,,"disponible",,"2025-10-17T17:23:01.530Z","2025-11-04T08:04:59.016Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"1664279",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00061","CATETER PERIFERICO DE SEGURIDAD INTRAVENOSO # 24G (AMARILLO)","CATETER PERIFERICO DE SEGURIDAD INTRAVENOSO # 24G (AMARILLO)","DCB",1298,0,,"disponible",,"2025-10-17T17:23:01.534Z","2025-11-04T08:04:59.016Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"1664287",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00452","SISTEMA URINARIO CERADO NUMERO 18","SISTEMA URINARIO CERADO NUMERO 18","FCB",24,0,,"disponible",,"2025-10-17T17:23:01.429Z","2025-10-30T02:03:56.449Z","categoria_1760686606132_zw0ckli5v",,0,0,7,0,,"167",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00041","CANULA OROFARINGEA D/PLASTICO GUEDEL # 0 (50MM)","CANULA OROFARINGEA D/PLASTICO GUEDEL # 0 (50MM)","DCB",0,0,,"DESCONTINUADO","","2025-10-17T17:23:01.314Z","2025-10-17T17:23:01.313Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"1670458",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00043","CANULA OROFARINGEA D/PLASTICO GUEDEL # 2 (70MM)","CANULA OROFARINGEA D/PLASTICO GUEDEL # 2 (70MM)","DCB",47,0,,"disponible",,"2025-10-17T17:23:01.311Z","2025-10-17T17:23:01.311Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"1670466",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00045","CANULA OROFARINGEA D/PLASTICO GUEDEL # 4 (90MM)","CANULA OROFARINGEA D/PLASTICO GUEDEL # 4 (90MM)","DCB",47,0,,"disponible",,"2025-10-17T17:23:01.332Z","2025-11-04T07:23:15.470Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"1670482",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00042","CANULA OROFARINGEA D/PLASTICO GUEDEL # 1 (60MM)","CANULA OROFARINGEA D/PLASTICO GUEDEL # 1 (60MM)","DCB",39,0,,"disponible",,"2025-10-17T17:23:01.312Z","2025-10-17T17:23:01.312Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"1673312",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00044","CANULA OROFARINGEA D/PLASTICO GUEDEL # 3 (80MM)","CANULA OROFARINGEA D/PLASTICO GUEDEL # 3 (80MM)","DCB",0,0,,"agotado",,"2025-10-17T17:23:01.533Z","2025-10-30T01:49:27.310Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"1673320",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00066","CATETER P/EMBOLECTOMIA (FOGARTY) 3 FR","CATETER P/EMBOLECTOMIA (FOGARTY) 3 FR","DCB",3,0,,"disponible",,"2025-10-17T17:23:01.315Z","2025-10-17T17:23:01.314Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"1673387",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00067","CATETER P/EMBOLECTOMIA (FOGARTY) 4 FR","CATETER P/EMBOLECTOMIA (FOGARTY) 4 FR","DCB",4,0,,"disponible",,"2025-10-17T17:23:01.316Z","2025-10-17T17:23:01.315Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"1673403",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00068","CATETER P/EMBOLECTOMIA (FOGARTY) 6 FR","CATETER P/EMBOLECTOMIA (FOGARTY) 6 FR","DCB",16,0,,"disponible",,"2025-10-17T17:23:01.152Z","2025-10-17T17:23:01.151Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"1673429",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00051","CATETER P/ SUMINISTRO DE OXIGENO","CATETER P/ SUMINISTRO DE OXIGENO","DCB",223,0,,"disponible",,"2025-10-17T17:23:01.478Z","2025-11-04T08:00:07.780Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"1675010",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00049","CATETER P/ VASOS UMBILICALES 3.5 FR","CATETER P/ VASOS UMBILICALES 3.5 FR","DCB",7,0,,"disponible",,"2025-10-17T17:23:01.538Z","2025-10-17T02:00:00.000Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"1676638",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00050","CATETER P/  VASOS UMBILICALES 5.0 FR","CATETER P/  VASOS UMBILICALES 5.0 FR","DCB",9,0,,"disponible",,"2025-10-17T17:23:01.560Z","2025-10-17T02:00:00.000Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"1676646",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00064","CATETER P/CATET. VEN. CENTRAL 7 FR 2L","CATETER P/CATET. VEN. CENTRAL 7 FR 2L","DCB",21,0,,"disponible",,"2025-10-17T17:23:01.028Z","2025-10-30T02:13:51.124Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"1676653",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00065","CATETER P/CATET. VEN. CENTRAL 7 FR 3L","CATETER P/CATET. VEN. CENTRAL 7 FR 3L","DCB",2,0,,"disponible",,"2025-10-17T17:23:01.151Z","2025-11-04T04:00:28.853Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"1676661",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00063","CATETER P/CATET. VEN. CENTRAL 5 FR 1L","CATETER P/CATET. VEN. CENTRAL 5 FR 1L","DCB",0,0,,"agotado",,"2025-10-17T17:23:01.271Z","2025-10-17T17:23:01.270Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"1676885",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
"PROD-00204","SONDA P/ALIMENTACION TRANSPARENTE 8FR","SONDA P/ALIMENTACION TRANSPARENTE 8FR","DCB",180,0,,"disponible",,"2025-10-17T17:23:01.559Z","2025-11-04T04:28:30.182Z","categoria_1760686583773_hhdq21tbn",,0,0,7,0,,"1678089",,"ad70acb1-0ef8-4167-b8d2-afd7bdc4ded3"
